CVE,DESCRIP
L878,Otros trastornos de la eliminación transepidérmica
L879,"Trastorno de la eliminación transepidérmica, no especificado"
L88X,Pioderma gangrenoso
L890,"Úlcera de decúbito y por área de presión, etapa I"
L891,"Úlcera de decúbito, etapa II"
L892,"Úlcera de decúbito, etapa III"
L893,"Úlcera de decúbito, etapa IV"
L899,"Úlcera de decúbito y por área de presión, no especificada"
L89X,Úlcera de decúbito
L900,Liquen escleroso y atrófico
L901,Anetodermia de Schweninger-Buzzi
L902,Anetodermia de Jadassohn-Pellizzari
L903,Atrofoderma de Pisan y Pierini
L904,Acrodermatitis crónica atrófica
L905,Fibrosis y afecciones cicatriciales de la piel
L906,Estrías atróficas
L908,Otros trastornos atróficos de la piel
L909,"Trastorno atrófico de la piel, no especificado"
L910,Cicatriz hipertrófica
L918,Otros trastornos hipertróficos de la piel
L919,"Trastorno hipertrófico de la piel, no especificado"
L920,Granuloma anular
L921,"Necrobiosis lipídica, no clasificada en otra parte"
L922,Granuloma facial (granuloma eosinófilo de la piel)
L923,Granuloma por cuerpo extraño en la piel y en el tejido subcutáneo
L928,Otros trastornos granulomatosos de la piel y del tejido subcutáneo
L929,"Trastorno granulomatoso de la piel y del tejido subcutáneo, no especificado"
L930,Lupus eritematoso discoide
L931,Lupus eritematoso cutáneo subagudo
L932,Otros lupus eritematosos localizados
L940,Escleroderma localizado [morfea]
L941,Escleroderma lineal
L942,Calcinosis de la piel
L943,Esclerodactilia
L944,Pápulas de Gottron
L945,Poiquilodermia vascular atrófica
L946,Ainhum
L948,Otros trastornos localizados especificados del tejido conjuntivo
L949,"Trastorno localizado del tejido conjuntivo, no especificado"
L950,Vasculitis livedoide
L951,Eritema elevatum diutinum
L958,Otras vasculitis limitadas a la piel
L959,"Vasculitis limitada a la piel, sin otra especificación"
L97X,"Úlcera de miembro inferior, no clasificada en otra parte"
L980,Granuloma piógeno
L981,Dermatitis facticia
L982,Dermatosis neutrófila febril [Sweet]
L983,Celulitis eosinófilia [Wells]
L984,"Úlcera crónica de la piel, no clasificada en otra parte"
L985,Mucinosis de la piel
L986,Otros trastornos infiltrativos de la piel y del tejido subcutáneo
L988,Otros trastornos especificados de la piel y del tejido subcutáneo
L989,"Trastorno de la piel y del tejido subcutáneo, no especificado"
L990,Amiloidosis de la piel
L998,Otros trastornos de la piel y del tejido subcutáneo en enfermedades clasificadas en otra parte
M000,Artritis y poliartritis estafilocócica
M001,Artritis y poliartritis neumocócica
M002,Otras artritis y poliartritis estreptocócicas
M008,Artritis y poliartritis debidas a otros agentes bacterianos especificados
M009,"Artritis piógena, no especificada"
M010,Artritis meningocócica
M011,Artritis tuberculosa
M012,Artritis en la enfermedad de Lyme
M013,Artritis en otras enfermedades bacterianas clasificadas en otra parte
M014,Artritis en rubéola
M015,Artritis en otras enfermedades virales clasificadas en otra parte
M016,Artritis en micosis
M018,Artritis en otras enfermedades infecciosas y parasitarias clasificadas en otra parte
M020,Artropatía consecutiva a derivación intestinal
M021,Artropatía postdisentérica
M022,Artropatía postinmunización
M023,Enfermedad de Reiter
M028,Otras artropatías reactivas
M029,"Artropatía reactiva, no especificada"
M030,Artritis postmeningocócica
M031,Artropatía postinfecciosa en sífilis
M032,Otras artropatías postinfecciosas en enfermedades clasificadas en otra parte
M036,Artropatía reactiva en otras enfermedades clasificadas en otra parte
M050,Síndrome de Felty
M051,Enfermedad reumatoide del pulmón
M052,Vasculitis reumatoide
M053,Artritis reumatoide con compromiso de otros órganos o sistemas
M058,Otras artritis reumatoideas seropositivas
M059,"Artritis reumatoidea seropositiva, sin otra especificación"
M060,Artritis reumatoide seronegativa
M061,Enfermedad de Still de comienzo en el adulto
M062,Bursitis reumatoide
M063,Nódulo reumatoide
M064,Poliartropatía inflamatoria
M068,Otras artritis reumatoides especificadas
M069,"Artritis reumatoide, no especificada"
M070,Artropatía psoriásica interfalángica distal
M071,Artritis mutilante
M072,Espondilitis psoriásica
M073,Otras artropatías psoriásicas
M074,Artropatía en la enfermedad de Crohn [enteritis regional]
M075,Artropatía en la colitis ulcerativa
M076,Otras artropatías enteropáticas
M080,Artritis reumatoide juvenil
M081,Espondilitis anquilosante juvenil
M082,Artritis juvenil de comienzo generalizado
M083,Poliartritis juvenil (seronegativa)
M084,Artritis juvenil pauciarticular
M088,Otras artritis juveniles
M089,"Artritis juvenil, no especificada"
M090,Artritis juvenil en la psoriasis
M091,Artritis juvenil en la enfermedad de Crohn [enteritis regional]
M092,Artritis juvenil en la colitis ulcerativa
M098,Artritis juvenil en otras enfermedades clasificadas en otra parte
M100,Gota idiopática
M101,Gota saturnina
M102,Gota inducida por drogas
M103,Gota debida a alteración renal
M104,Otras gotas secundarias
M109,"Gota, no especificada"
M110,Enfermedad por depósito de hidroxiapatita
M111,Condrocalcinosis familiar
M112,Otras condrocalcinosis
M118,"Otras artropatías por cristales, especificadas"
M119,"Artropatía por cristales, no especificada"
M120,Artropatía postraumática crónica [de Jaccoud]
M121,Enfermedad de Kaschin-Beck
M122,Sinovitis vellonodular (pigmentada)
M123,Reumatismo palindrómico
M124,Hidrartrosis intermitente
M125,Artropatía traumática
M128,"Otras artropatías específicas, no clasificadas en otra parte"
M130,"Poliartritis, no especificada"
M131,"Monoartritis, no clasificada en otra parte"
M138,Otras artritis especificadas
M139,"Artritis, no especificada"
M140,"Artropatía gotosa debida a defectos enzimáticos y a otros trastornos hereditarios, clasificados en otra parte"
M141,Artropatía por cristales en otros trastornos metabólicos
M142,Artropatía diabética
M143,Dermatoartritis lipoide
M144,Artropatía en la amiloidosis
M145,"Artropatía en otros trastornos endocrinos, metabólicos y nutricionales"
M146,Artropatía neuropática
M148,"Artropatía en otras enfermedades especificadas, clasificadas en otra parte"
M150,(Osteo)artrosis primaria generalizada
M151,Nódulos de Heberden (con artropatía)
M152,Nódulos de Bouchard (con artropatía)
M153,Artrosis secundaria múltiple
M154,(Osteo)artrosis erosiva
M158,Otras poliartrosis
M159,"Poliartrosis, no especificada"
M160,"Coxartrosis primaria, bilateral"
M161,Otras coxartrosis primarias
M162,"Coxartrosis a consecuencia de displasia, bilateral"
M163,Otras coxartrosis displásicas
M164,"Coxartrosis postraumática, bilateral"
M165,Otra coxartrosis postraumática
M166,"Otra coxartrosis secundaria, bilateral"
M167,Otras coxartrosis secundarias
M169,"Coxartrosis, no especificada"
M170,"Gonartrosis primaria, bilateral"
M171,Otras gonartrosis primarias
M172,"Gonartrosis postraumática, bilateral"
M173,Otras gonartrosis postraumáticas
M174,"Otras gonartrosis secundarias, bilaterales"
M175,Otras gonartrosis secundarias
M179,"Gonartrosis, no especificada"
M180,"Artrosis primaria de la primera articulación carpometacarpiana, bilateral"
M181,Otras artrosis primarias de la primera articulación carpometacarpiana
M182,"Artrosis postraumática de la primera articulación carpometacarpiana, bilateral"
M183,Otras artrosis postraumáticas de la primera articulación carpometacarpiana
M184,"Otras artrosis secundarias de la primera articulación carpometacarpiana, bilaterales"
M185,Otras artrosis secundarias de la primera articulación carpometacarpiana
M189,"Artrosis de la primera articulación carpometacarpiana, sin otra especificación"
M190,Artrosis primaria de otras articulaciones
M191,Artrosis postraumática de otras articulaciones
M192,Otras artrosis secundarias
M198,Otras artrosis especificadas
M199,"Artrosis, no especificada"
M200,Deformidad de dedo(s) de la mano
M201,Hallux valgus (adquirido)
M202,Hallux rigidus
M203,Otras deformidades del hallux (adquiridas)
M204,Otro(s) dedo(s) del pie en martillo (adquiridos)
M205,Otras deformidades (adquiridas) del (de los) dedo(s) del pie
M206,"Deformidades adquiridas de los dedos del pie, no especificadas"
M210,"Deformidad en valgo, no clasificada en otra parte"
M211,"Deformidad en varo, no clasificada en otra parte"
M212,Deformidad en flexión
M213,Muñeca o pie en péndulo (adquirido)
M214,Pie plano [pes planus] (adquirido)
M215,"Mano o pie en garra o en talipes, pie equinovaro o zambo adquiridos"
M216,Otras deformidades adquiridas del tobillo y del pie
M217,Longitud desigual de los miembros (adquirida)
M218,"Otras deformidades adquiridas de los miembros, especificadas"
M219,"Deformidad adquirida del miembro, no especificada"
M220,Luxación recidivante de la rótula
M221,Subluxación recidivante de la rótula
M222,Trastornos rotulofemorales
M223,Otros desarreglos de la rótula
M224,Condromalacia de la rótula
M228,Otros trastornos de la rótula
M229,"Trastorno de la rótula, no especificado"
M230,Menisco quístico
M231,Menisco discoide (congénito)
M232,Trastorno de menisco debido a desgarro o lesión antigua
M233,Otros trastornos de los meniscos
M234,Cuerpo flotante en la rodilla
M235,Inestabilidad crónica de la rodilla
M236,Otra ruptura espontánea del (de los) ligamento(s) de la rodilla
M238,Otros trastornos internos de la rodilla
M239,"Trastorno interno de la rodilla, no especificado"
M240,Cuerpo flotante articular
M241,Otros trastornos del cartílago articular
M242,Trastorno del ligamento
M243,"Luxación y subluxación patológica de la articulación, no clasificada en otra parte"
M244,Luxación y subluxación recidivante de la articulación
M245,Contractura articular
M246,Anquilosis articular
M247,Protrusión de acetábulo
M248,"Otras lesiones articulares específicas, no clasificadas en otra parte"
M249,"Desarreglo articular, no especificado"
M250,Hemartrosis
M251,Fístula articular
M252,Articulación inestable
M253,Otras inestabilidades articulares
M254,Derrame articular
M255,Dolor en articulación
M256,"Rigidez articular, no clasificada en otra parte"
M257,Osteofito
M258,Otros trastornos articulares especificados
M259,"Trastorno articular, no especificado"
M300,Poliarteritis nudosa
M301,Poliarteritis con compromiso pulmonar [Churg-Strauss]
M302,Poliarteritis juvenil
M303,Síndrome mucocutáneo linfonodular [Kawasaki]
M308,Otras afecciones relacionadas con la poliarteritis nudosa
M310,Angiítis debida a hipersensibilidad
M311,Microangiopatía trombótica
M312,Granuloma letal de la línea media
M313,Granulomatosis de Wegener
M314,Síndrome del cayado de la aorta [Takayasu]
M315,Arteritis de células gigantes con polimialgia reumática
M316,Otras arteritis de células gigantes
M317,Poliangiítis microscópica
M318,Otras vasculopatías necrotizantes especificadas
M319,"Vasculopatía necrotizante, no especificada"
M320,"Lupus eritematoso sistémico, inducido por drogas"
M321,Lupus eritematoso sistémico con compromiso de órganos o sistemas
M328,Otras formas de lupus eritematoso sistémico
M329,"Lupus eritematoso sistémico, sin otra especificación"
M330,Dermatomiositis juvenil
M331,Otras dermatomiositis
M332,Polimiositis
M339,"Dermatopolimiositis, no especificada"
M340,Esclerosis sistémica progresiva
M341,Síndrome CR(E)ST
M342,Esclerosis sistémica inducida por drogas o productos químicos
M348,Otras formas de esclerosis sistémica
M349,"Esclerosis sistémica, no especificada"
M350,Síndrome seco [Sjögren]
M351,Otros síndromes superpuestos
M352,Enfermedad de Behcet
M353,Polimialgia reumática
M354,Fascitis difusa (eosinofílica)
M355,Fibrosclerosis multifocal
M356,Paniculitis recidivante [Weber-Christian]
M357,Síndrome de hipermovilidad
M358,Otras enfermedades especificadas con compromiso sistémico del tejido conjuntivo
M359,"Compromiso sistémico del tejido conjuntivo, no especificado"
M360,Dermato(poli)miositis en enfermedad neoplásica
M361,Artropatía en enfermedad neoplásica
M362,Artropatía hemofílica
M363,Artropatía en otros trastornos de la sangre
M364,Artropatía en reacciones de hipersensibilidad clasificadas en otra parte
M368,Trastornos sistémicos del tejido conjuntivo en otras enfermedades clasificadas en otra parte
M400,Cifosis postural
M401,Otras cifosis secundarias
M402,Otras cifosis y las no especificadas
M403,Síndrome de espalda plana
M404,Otras lordosis
M405,"Lordosis, no especificada"
M410,Escoliosis idiopática infantil
M411,Escoliosis idiopática juvenil
M412,Otras escoliosis idiopáticas
M413,Escoliosis toracogénica
M414,Escoliosis neuromuscular
M415,Otras escoliosis secundarias
M418,Otras formas de escoliosis
M419,"Escoliosis, no especificada"
M420,Osteocondrosis juvenil de la columna vertebral
M421,Osteocondrosis de la columna vertebral del adulto
M429,"Osteocondrosis vertebral, no especificada"
M430,Espondilólisis
M431,Espondilolistesis
M432,Otras fusiones de la columna vertebral
M433,"Subluxación atlanto-axoidea recurrente, con mielopatía"
M434,Otras subluxaciones atlanto-axoideas recurrentes
M435,Otras subluxaciones vertebrales recurrentes
M436,Tortícolis
M438,Otras dorsopatías deformantes de la columna vertebral especificadas
M439,"Dorsopatía deformante, no especificada"
M45X,Espondilitis anquilosante
M460,Entesopatía vertebral
M461,"Sacroiliítis, no clasificada en otra parte"
M462,Osteomielitis de vértebra
M463,Infección de disco intervertebral (piógena)
M464,"Discitis, no especificada"
M465,Otras espondilopatías infecciosas
M468,Otras espondilopatías inflamatorias especificadas
M469,"Espondilopatía inflamatoria, no especificada"
M470,Síndromes de compresión de la arteria espinal o vertebral anterior
